,absstatus,brakestatus,closestintersectid,device,elevation,filedate,filetimeutc,fixtypehvgps,gpsorientsemimaj,gpssemimajaxis,gpssemiminaxis,gpsspeed,heading,headlamp,key,latitude,localtimems,longaccel,longitude,speed,stabilitycontrolstatus,steerangle,throttlepospct,traccontrolstatus,transstate,turnsignal,uuid,wiper,yawrate
2982,0,0,0,100625,187.25,20200601,12053,2,164.0,0.64,0.52,17.645916,51.83,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDExMjc4fQ==,39.873064189109726,5411278,0.717556,-83.00291921972541,17.75,0,-8.5,0,0,2,1,bcb26572237777aea0e2c6d8662139d4,0,-2.6855621
2983,0,0,0,100625,187.65,20200601,12053,2,162.0,0.65,0.51,17.77593,50.63,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDExNzc4fQ==,39.87311476227567,5411778,0.717556,-83.00283905787829,17.866667,0,-8.8,0,0,2,1,89f5b393bc67c5ce44d2b47d66e5934c,0,-2.9297028
2984,0,0,0,100625,187.95,20200601,12053,2,160.0,0.66,0.51,17.84171,48.84,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDEyMjc4fQ==,39.87316744808715,5412278,-0.00022315979,-83.00276015903765,17.775,0,-11.7,0,0,2,1,ffdb91a89b118f27151322e2f35aaf6b,0,-3.6621246
2985,0,0,0,100625,188.35,20200601,12053,2,158.0,0.67,0.5,17.575,47.03,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDEyNzc4fQ==,39.87322129777265,5412778,0.047628403,-83.00268361091887,17.830555,0,-18.800001,0,0,2,1,8e93c0777ef6e81954cad34ef1aecd7d,0,-5.8593903
2986,0,0,0,100625,188.65,20200601,12053,2,159.0,0.66,0.49,17.60789,43.6,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDEzMjc4fQ==,39.87327777397023,5413278,0.717556,-83.00261152343808,17.769444,0,-19.1,0,0,2,1,6f89b1ab9aa2a1569cf700304a6f242f,0,-5.8593903
2987,0,0,0,100625,189.05,20200601,12053,2,160.0,0.65,0.49,17.809334,40.89,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDEzNzc4fQ==,39.873337262303885,5413778,1.0046692,-83.00254251571822,18.033333,0,-15.400001,0,0,2,1,c2e4c80d23cd9cc155a9ed34d34f9d63,0,-5.1269684
2988,0,0,0,100625,189.25,20200601,12053,2,162.0,0.63,0.48,18.082209,38.43,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE0Mjc4fQ==,39.8734006896147,5414278,1.1482239,-83.00247665475122,18.377777,0,-13.5,0,0,2,1,7f4a2dcde69d047984aeb29bd29bf65c,0,-4.3945465
2989,0,0,0,100625,189.45,20200601,12053,2,162.0,0.64,0.48,18.483555,36.16,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE0Nzc4fQ==,39.87345406973092,5414778,1.0046692,-83.00242544472036,18.78611,0,-10.400001,0,0,2,1,08e064aaf40b54cf031a9ad25170e621,0,-3.417984
2990,0,0,0,100625,189.75,20200601,12053,2,163.0,0.66,0.49,18.911112,33.75,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE1Mjc4fQ==,39.873537457698866,5415278,1.0525208,-83.00235061715787,19.116667,0,-10.400001,0,0,2,1,38124ca199eb691ec1d813baaf49c62f,0,-3.417984
2991,0,0,0,100625,189.85,20200601,12053,2,165.0,0.67,0.49,19.207111,32.13,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE1Nzc4fQ==,39.873595375795205,5415778,0.6218529,-83.00230230217521,19.349998,0,-10.5,0,0,2,1,d80a190e9fe348dc0ea2157bccd991d5,0,-3.6621246
2992,0,0,0,100625,190.05,20200601,12053,2,167.0,0.66,0.49,19.356138,29.92,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE2Mjc4fQ==,39.87368520624054,5416278,0.52614975,-83.00223312986797,19.519444,0,-11.2,0,0,2,1,5eea598eb5efe9f5ed22c81c721a30ad,0,-3.9062653
2993,0,0,0,100625,190.25,20200601,12053,2,169.0,0.65,0.48,19.587389,27.85,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE2Nzc4fQ==,39.87376233554946,5416778,1.1003723,-83.00217877426013,19.813889,0,-11.2,0,0,2,1,5296e171ab284c31290e03846abc47f6,0,-3.9062653
2994,0,0,0,100625,190.35,20200601,12053,2,170.0,0.64,0.47,19.949167,25.68,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE3Mjc4fQ==,39.873842464667995,5417278,0.3347416,-83.00212762294966,20.002779,0,-12.0,0,0,2,1,fe3a41ce8139322b132346a8e5140c8d,0,-4.3945465
2995,0,0,0,100625,190.45,20200601,12053,2,170.0,0.63,0.46,19.904459,23.46,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE3Nzc4fQ==,39.87392508481965,5417778,-0.19163132,-83.00207999816834,19.88611,0,-10.3,0,0,2,1,cf3d8ef3282130b346ae9ee5f82a6201,0,-3.9062653
2996,0,0,0,100625,190.45,20200601,12053,2,171.0,0.62,0.46,19.727167,21.14,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE4Mjc4fQ==,39.874008033704676,5418278,0.43044472,-83.00203657942545,19.938889,0,-6.7000003,0,0,2,1,77c47117a924c60f932b02dde728284d,0,-2.9297028
2997,0,0,0,100625,190.55,20200601,12053,2,172.0,0.62,0.45,19.87568,19.6,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE4Nzc4fQ==,39.87409187759402,5418778,1.1003723,-83.00199630657504,20.17222,0,-11.3,0,0,2,1,5401f847eda2fff223f886de29c4a56e,0,-4.150406
2998,0,0,0,100625,190.55,20200601,12053,2,173.0,0.61,0.45,20.217417,17.54,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE5Mjc4fQ==,39.874178101786036,5419278,1.0525208,-83.00195917609761,20.558334,0,-14.2,0,0,2,1,1e394b0febe9c39f0ba1186e05452ef7,0,-4.8828278
2999,0,0,0,100625,190.75,20200601,12053,2,172.0,0.63,0.46,20.706638,14.84,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDE5Nzc4fQ==,39.87426737287935,5419778,0.9568176,-83.00192672741082,20.89722,0,-17.800001,0,0,2,0,dc003d7f6ea5e2df1587fd6a0d401b99,0,-6.3476715
3000,0,0,0,100625,190.85,20200601,12053,2,171.0,0.64,0.46,20.976944,11.74,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIwMjc5fQ==,39.874359484926124,5420279,0.9568176,-83.00189973778522,21.241667,0,-20.9,0,0,2,0,0c4b927be467d3fc4f574428758b7783,0,-7.5683746
3001,0,0,0,100625,190.95,20200601,12053,2,171.0,0.64,0.46,21.39525,7.69,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIwNzc5fQ==,39.874454128691504,5420779,0.717556,-83.00188036727955,21.591665,0,-15.7,0,0,2,0,b856617df6e2b8520419873d11569299,0,-5.6152496
3002,0,0,0,100625,190.85,20200601,12053,2,172.0,0.63,0.46,21.699472,4.77,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIxMjc5fQ==,39.874551147305475,5421279,0.3347416,-83.00186753119932,21.777779,0,-14.2,0,0,2,0,8f372b4f9dff20390798f5d319d01096,0,-5.1269684
3003,0,0,0,100625,190.75,20200601,12053,2,172.0,0.63,0.45,21.785805,2.06,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIxNzc5fQ==,39.87464928988639,5421779,0.3347416,-83.00186097876214,21.94722,0,-14.2,0,0,2,0,e75ea9e0e7f3fbb058bb154eadc6c4f8,0,-5.1269684
3004,0,0,0,100625,190.75,20200601,12053,2,173.0,0.62,0.44,22.041721,359.17,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIyMjc5fQ==,39.874748077076994,5422279,0.3347416,-83.00186098683042,22.138887,0,-15.900001,0,0,2,0,132352047c3f41a4c8029ac16570340d,0,-5.8593903
3005,0,0,0,100625,190.65,20200601,12053,2,173.0,0.61,0.44,22.087458,356.46,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIyNzc5fQ==,39.874847660263576,5422779,-0.00022315979,-83.001867282062,22.199999,0,-14.3,0,0,2,0,80454e76371c8c169c7a85d1366cdbcf,0,-5.371109
3006,0,0,0,100625,190.55,20200601,12053,2,172.0,0.61,0.43,22.251389,353.34,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIzMjc5fQ==,39.87494738670267,5423279,-0.43089104,-83.00188070271703,22.008331,0,-12.5,0,0,2,0,3ea5993edcad0cba045ce5c247050323,0,-4.8828278
3007,0,0,0,100625,190.35,20200601,12053,2,170.0,0.61,0.43,22.095167,350.8,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDIzNzc5fQ==,39.87504607345932,5423779,-0.38303947,-83.00189978779531,22.05,0,-12.2,0,0,2,0,469c5db9c1bae4ee82ee468059146f51,0,-4.638687
3008,0,0,0,100625,190.05,20200601,12053,2,170.0,0.6,0.42,21.92507,348.4,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI0Mjc5fQ==,39.875143568838205,5424279,-0.43089104,-83.00192399851564,21.997221,0,-15.400001,0,0,2,0,5431fc8c0dcf8abfc1d36b8be992de1f,0,-5.1269684
3009,0,0,0,100625,189.85,20200601,12053,2,171.0,0.59,0.42,21.830513,345.25,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI0Nzc5fQ==,39.875239361319146,5424779,0.3347416,-83.00195459648091,21.933332,0,-14.3,0,0,2,0,e7a2400feb6b2b155aadf55645ea2a8c,0,-5.371109
3010,0,0,0,100625,189.65,20200601,12053,2,171.0,0.59,0.41,21.95282,342.63,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI1Mjc5fQ==,39.875334297341894,5425279,0.28688812,-83.00199086791584,22.144445,0,-12.5,0,0,2,0,3b56a0f0afb2e8c8e9c09f1dc09283f3,0,-5.1269684
3011,0,0,0,100625,189.45,20200601,12053,2,172.0,0.59,0.42,22.220041,340.14,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI1Nzc5fQ==,39.87542854475034,5425779,0.23903656,-83.0020334301684,22.316666,0,-10.5,0,0,2,0,e59f12a94aff40f60562f6f6f5aa1f99,0,-4.150406
3012,0,0,0,100625,189.15,20200601,12053,2,173.0,0.59,0.44,22.471333,337.85,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI2Mjc5fQ==,39.87552227758878,5426279,0.095479965,-83.00208142902328,22.522223,0,-10.6,0,0,2,0,38cd589fe81a51707c33a88c45adf2dc,0,-4.150406
3013,0,0,0,100625,188.85,20200601,12053,2,174.0,0.59,0.45,22.721083,335.41,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI2Nzc5fQ==,39.87561564805795,5426779,0.047628403,-83.00213479846107,22.658333,0,-13.0,0,0,2,0,c02720278bfd9df3279d1ecc095d7dec,0,-4.8828278
3014,0,0,0,100625,188.55,20200601,12053,2,175.0,0.6,0.47,22.780695,332.71,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI3Mjc5fQ==,39.87570764467173,5427279,-0.00022315979,-83.0021939003156,22.73611,0,-13.6,0,0,2,0,8168d649ba9e2d0086ccfd6053155bc4,0,-5.371109
3015,0,0,0,100625,188.25,20200601,12053,2,176.0,0.59,0.48,22.834139,330.33,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI3Nzc5fQ==,39.87579813845242,5427779,-0.048074722,-83.0022584018149,22.780554,0,-13.0,0,0,2,0,331a8da6c426c9b67d1bba21a460311b,0,-5.1269684
3016,0,0,0,100625,187.85,20200601,12053,2,176.0,0.59,0.48,22.816153,327.53,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI4Mjc5fQ==,39.87588624123605,5428279,-0.3351879,-83.00232884180633,22.780554,0,-12.900001,0,0,2,0,a459931ffb34b8bd0a26aca56a6b97c0,0,-4.638687
3017,0,0,0,100625,187.35,20200601,12053,2,175.0,0.59,0.48,22.769388,324.7,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI4Nzc5fQ==,39.87597131225595,5428779,-0.3351879,-83.00240410762059,22.708334,0,-12.8,0,0,2,0,f9f1bf3e081aa5a206ec5090d5b8dd35,0,-5.1269684
3018,0,0,0,100625,186.95,20200601,12053,2,175.0,0.59,0.48,22.730333,322.1,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI5Mjc5fQ==,39.87605371251676,5429279,-0.43089104,-83.0024839622695,22.680555,0,-12.7,0,0,2,0,acd0f623c7fd255f01c2a0efec35aca0,0,-4.8828278
3019,0,1,0,100625,186.45,20200601,12053,2,175.0,0.59,0.49,22.672264,319.53,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDI5Nzc5fQ==,39.87613292582117,5429779,-0.38303947,-83.00256829287619,22.591667,0,-13.7,0,0,2,0,7937915f5c690cbee8bf9ac4b54c37f7,0,-5.1269684
3020,0,1,0,100625,185.95,20200601,12053,2,176.0,0.58,0.5,22.604431,316.87,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMwMjgwfQ==,39.87620877190696,5430280,-0.38303947,-83.00265729511013,22.574999,0,-15.2,0,0,2,0,2ae39d63c90eb2c58ab7e615d1c29d36,0,-5.6152496
3021,0,1,0,100625,185.35,20200601,12053,2,175.0,0.58,0.5,22.4775,313.73,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMwNzgwfQ==,39.87628036319711,5430780,-0.43089104,-83.00275089215963,22.530556,0,-15.1,0,0,2,0,d2f1382f0f78d6a91f0b0012c288e337,0,-5.6152496
3022,0,1,0,100625,184.75,20200601,12053,2,174.0,0.58,0.51,22.381916,311.23,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMxMjgwfQ==,39.87634834845385,5431280,-0.4787426,-83.00284814539535,22.38889,0,-17.9,0,0,2,0,e2aee69dfda331e6db2dc306c0671e30,0,-5.8593903
3023,0,0,0,100625,184.35,20200601,12053,2,173.0,0.58,0.52,22.324362,307.57,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMxNzgwfQ==,39.876411470772624,5431780,-0.43089104,-83.00295046727685,22.269444,0,-15.6,0,0,2,0,0d43483cdfb0b1609179e5daa1cccdfe,0,-5.371109
3024,0,0,0,100625,183.85,20200601,12053,2,171.0,0.58,0.53,22.279654,304.54,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMyMjgwfQ==,39.87646982361136,5432280,-0.095926285,-83.0030564457702,22.33611,0,-9.8,0,0,2,0,1563e30b37d3f391e09fe72771b297d9,0,-3.9062653
3025,0,0,0,100625,183.35,20200601,12053,2,170.0,0.58,0.52,22.433306,302.34,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMyNzgwfQ==,39.87652479194755,5432780,0.5740013,-83.00316572641742,22.647223,0,-11.400001,0,0,2,0,30dc1104bf71074a0dbfd53c395c6feb,0,-4.3945465
3026,0,0,0,100625,182.95,20200601,12053,2,172.0,0.57,0.5,22.825916,299.84,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMzMjgwfQ==,39.876576861476224,5433280,-0.43089104,-83.00327971221785,22.780554,0,-14.0,0,0,2,0,fbc5a64d021e565f378cf88e8508ed4e,0,-5.6152496
3027,0,0,0,100625,182.35,20200601,12053,2,173.0,0.56,0.48,22.729305,297.02,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDMzNzgwfQ==,39.87662485684486,5433780,-0.38303947,-83.00339723034969,22.724998,0,-14.1,0,0,2,0,c803bd84ab9b4f3a347b04abac152f04,0,-5.371109
3028,0,0,0,100625,181.75,20200601,12053,2,173.0,0.55,0.46,22.627556,294.28,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM0MjgwfQ==,39.876668514957785,5434280,-0.095926285,-83.00351720232774,22.780554,0,-17.1,0,0,2,0,f4a091f0c89cc8b5a4b5ee1b474a41d0,0,-5.6152496
3029,0,0,0,100625,181.45,20200601,12053,2,173.0,0.55,0.45,22.563833,291.72,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM0NzgwfQ==,39.87670719127324,5434780,-0.28733444,-83.00364011432086,22.77222,0,-14.3,0,0,2,0,c21ac65fcaad68a58f52a9d27d539628,0,-6.103531
3030,0,0,0,100625,181.05,20200601,12053,2,172.0,0.58,0.46,22.81975,288.34,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM1MjgwfQ==,39.87674102305264,5435280,0.43044472,-83.00376544731148,22.944445,0,-11.5,0,0,2,0,6d5e1827de73eb50903e43ea636e3212,0,-4.638687
3031,0,0,0,100625,180.55,20200601,12053,2,172.0,0.58,0.47,23.1435,285.58,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM1NzgwfQ==,39.87676962799227,5435780,0.81326103,-83.00389448348687,23.441666,0,-11.8,0,0,2,0,12b8e4918a10a86aec9fab26147a5090,0,-4.3945465
3032,0,0,0,100625,180.15,20200601,12053,2,173.0,0.58,0.46,23.718027,282.94,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM2MjgwfQ==,39.87679474511907,5436280,0.47829628,-83.00402763702273,23.869444,0,-15.8,0,0,2,0,bb72762c20bf2eb997f5ab7b2c704a1e,0,-5.8593903
3033,0,0,0,100625,179.85,20200601,12053,2,173.0,0.57,0.45,24.163055,279.87,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM2NzgwfQ==,39.87681442592839,5436780,0.52614975,-83.00416513425934,24.238888,0,-15.6,0,0,2,0,2dcc56313318647fdcbe7a193d1bb2de,0,-5.8593903
3034,0,0,0,100625,179.55,20200601,12053,2,174.0,0.57,0.44,24.358334,276.74,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM3MjgwfQ==,39.87682891425227,5437280,0.43044472,-83.00430592409889,24.533333,0,-15.1,0,0,2,0,3e00c9f199dde356103d49c1d6382ec5,0,-5.6152496
3035,0,0,0,100625,179.35,20200601,12053,2,175.0,0.57,0.44,24.703154,273.76,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM3NzgwfQ==,39.87683759133061,5437780,0.3347416,-83.0044491549845,24.766666,0,-14.400001,0,0,2,0,58a07ef2ff70b5798672a0b088a01b1d,0,-5.6152496
3036,0,0,0,100625,179.15,20200601,12053,2,175.0,0.56,0.44,24.823917,270.97,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM4MjgwfQ==,39.87684063597157,5438280,-0.4787426,-83.00459416407296,24.702778,0,-14.0,0,0,2,0,05ef2ed1b750e3182fa8aa68971904c0,0,-5.1269684
3037,0,0,0,100625,179.15,20200601,12053,2,176.0,0.55,0.43,24.680542,268.1,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM4NzgwfQ==,39.87683799001664,5438780,-0.23948288,-83.0047391369751,24.575,0,-14.1,0,0,2,0,fae1a07ccb154b5a5c9461aab9eab05a,0,-5.1269684
3038,0,0,0,100625,179.15,20200601,12053,2,176.0,0.55,0.43,24.429764,265.16,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM5MjgwfQ==,39.8768298235777,5439280,-0.19163132,-83.00488256956982,24.408333,0,-14.1,0,0,2,0,ef045228169649634989ac4edcde5221,0,-5.1269684
3039,0,0,0,100625,179.15,20200601,12053,2,177.0,0.55,0.42,24.341888,262.44,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDM5NzgwfQ==,39.87681670425709,5439780,-0.00022315979,-83.00502428844698,24.333332,0,-14.2,0,0,2,0,3dc9908e6ec9cf2e966bcd7eee06494b,0,-5.371109
3040,0,0,0,100625,179.15,20200601,12053,2,175.0,0.55,0.42,24.415375,259.6,0,eyJkZXZpY2UiOjEwMDYyNSwiZmlsZWRhdGUiOjIwMjAwNjAxLCJmaWxldGltZXV0YyI6MTIwNTMsImxvY2FsdGltZW1zIjo1NDQwMjgxfQ==,39.87679805634277,5440281,1.1482239,-83.00516463552256,24.561111,0,-14.8,0,0,2,0,44ee9788427c51dd12b812f0ab224bce,0,-5.6152496
